title,description,url,competitor_urls
Men's Solid White Slim Fit T-shirt,"Switch up your everyday wardrobe with this trending t-shirt from Levi's. Ideal to wear for all seasons, this versatile t-shirt features a crew neck and half sleeves. Comfortable essential with a solid pattern.

1. A slim fit in the shade white and cotton fabric
2. Style it with our 512 jeans and sneakers to complete your outfit.",https://levi.in/products/mens-solid-white-slim-fit-t-shirt-004uf0000,https://uspoloassn.in/products/men-white-embroidered-logo-compact-cotton-polo-shirt-90xtodxofoz
